0.01,0.316
0.02,0.36
0.03,0.373
0.04,0.377
0.05,0.378
0.06,0.378
0.07,0.377
0.08,0.376
0.09,0.375
0.1,0.374
0.11,0.373
0.12,0.372
0.13,0.371
0.14,0.37
0.15,0.369
0.16,0.368
0.17,0.368
0.18,0.367
0.19,0.366
0.2,0.366
0.21,0.365
0.22,0.365
0.23,0.364
0.24,0.364
0.25,0.363
0.26,0.363
0.27,0.363
0.28,0.362
0.29,0.362
0.3,0.362
0.31,0.362
0.32,0.362
0.33,0.362
0.34,0.362
0.35,0.362
0.36,0.362
0.37,0.362
0.38,0.362
0.39,0.362
0.4,0.362
0.41,0.362
0.42,0.362
0.43,0.363
0.44,0.363
0.45,0.363
0.46,0.364
0.47,0.364
0.48,0.364
0.49,0.365
0.5,0.366
0.51,0.366
0.52,0.367
0.53,0.367
0.54,0.368
0.55,0.369
0.56,0.37
0.57,0.372
0.58,0.373
0.59,0.374
0.6,0.375
0.61,0.376
0.62,0.378
0.63,0.379
0.64,0.381
0.65,0.382
0.66,0.384
0.67,0.385
0.68,0.387
0.69,0.389
0.7,0.391
0.71,0.391
0.72,0.39
0.73,0.389
0.74,0.388
0.75,0.387
0.76,0.386
0.77,0.386
0.78,0.385
0.79,0.384
0.8,0.383
0.81,0.389
0.82,0.395
0.83,0.401
0.84,0.407
0.85,0.413
0.86,0.419
0.87,0.426
0.88,0.432
0.89,0.438
0.9,0.444
0.91,0.447
0.92,0.456
0.93,0.468
0.94,0.478
0.95,0.489
0.96,0.499
0.97,0.51
0.98,0.52
0.99,0.531
1,0.541
1.01,0.552
1.02,0.562
1.03,0.573
1.04,0.583
1.05,0.594
1.06,0.591
1.07,0.589
1.08,0.587
1.09,0.585
1.1,0.582
1.11,0.58
1.12,0.578
1.13,0.576
1.14,0.574
1.15,0.572
1.16,0.569
1.17,0.566
1.18,0.563
1.19,0.56
1.2,0.557
1.21,0.554
1.22,0.551
1.23,0.549
1.24,0.546
1.25,0.543
1.26,0.54
1.27,0.538
1.28,0.535
1.29,0.532
1.3,0.53
1.31,0.527
1.32,0.524
1.33,0.522
1.34,0.519
1.35,0.517
1.36,0.514
1.37,0.512
1.38,0.509
1.39,0.507
1.4,0.504
1.41,0.502
1.42,0.5
1.43,0.497
1.44,0.495
1.45,0.493
1.46,0.491
1.47,0.489
1.48,0.486
1.49,0.484
1.5,0.482
