0.01,0.32
0.02,0.364
0.03,0.377
0.04,0.381
0.05,0.382
0.06,0.382
0.07,0.381
0.08,0.38
0.09,0.379
0.1,0.378
0.11,0.377
0.12,0.376
0.13,0.375
0.14,0.374
0.15,0.373
0.16,0.372
0.17,0.371
0.18,0.371
0.19,0.37
0.2,0.369
0.21,0.369
0.22,0.368
0.23,0.368
0.24,0.367
0.25,0.367
0.26,0.367
0.27,0.366
0.28,0.366
0.29,0.366
0.3,0.366
0.31,0.366
0.32,0.365
0.33,0.365
0.34,0.365
0.35,0.365
0.36,0.365
0.37,0.365
0.38,0.365
0.39,0.366
0.4,0.366
0.41,0.366
0.42,0.366
0.43,0.366
0.44,0.367
0.45,0.367
0.46,0.367
0.47,0.368
0.48,0.368
0.49,0.369
0.5,0.369
0.51,0.37
0.52,0.37
0.53,0.371
0.54,0.372
0.55,0.373
0.56,0.374
0.57,0.375
0.58,0.376
0.59,0.378
0.6,0.379
0.61,0.38
0.62,0.382
0.63,0.383
0.64,0.385
0.65,0.386
0.66,0.388
0.67,0.39
0.68,0.392
0.69,0.394
0.7,0.396
0.71,0.395
0.72,0.395
0.73,0.394
0.74,0.393
0.75,0.392
0.76,0.392
0.77,0.391
0.78,0.39
0.79,0.389
0.8,0.389
0.81,0.395
0.82,0.401
0.83,0.407
0.84,0.413
0.85,0.419
0.86,0.425
0.87,0.431
0.88,0.438
0.89,0.444
0.9,0.45
0.91,0.453
0.92,0.462
0.93,0.474
0.94,0.485
0.95,0.496
0.96,0.507
0.97,0.518
0.98,0.528
0.99,0.539
1,0.55
1.01,0.561
1.02,0.572
1.03,0.583
1.04,0.594
1.05,0.604
1.06,0.602
1.07,0.6
1.08,0.597
1.09,0.595
1.1,0.593
1.11,0.591
1.12,0.588
1.13,0.586
1.14,0.584
1.15,0.582
1.16,0.579
1.17,0.576
1.18,0.573
1.19,0.57
1.2,0.567
1.21,0.564
1.22,0.561
1.23,0.559
1.24,0.556
1.25,0.553
1.26,0.55
1.27,0.548
1.28,0.545
1.29,0.542
1.3,0.54
1.31,0.537
1.32,0.534
1.33,0.532
1.34,0.529
1.35,0.527
1.36,0.524
1.37,0.522
1.38,0.519
1.39,0.517
1.4,0.514
1.41,0.512
1.42,0.51
1.43,0.507
1.44,0.505
1.45,0.503
1.46,0.501
1.47,0.498
1.48,0.496
1.49,0.494
1.5,0.492
