rssi,snr,ax,ay,az,wx,wy,wz,mx,my,mz,temperature,p,time,timeOfWeek,timeOFWeekFracPart,gpsFix,ecefx,ecefy,ecefz,positionAcc3D,ecefvx,ecefvy,ecefvz,speedAcc,numbSat,drogueStatus
-82,29,-976.699,-70.5882,-223.529,-0.00372843,0.0793622,-0.0143811,4572.55,-3445.17,-1650.14,28.3813,94082,277,592808400,461471,3,391946628,-435477128,-251399931,150,1,-1,1,17,9,1
-82,28,-996.117,-78.4314,-207.843,-0.00479369,0.0740359,-0.00798948,4609.93,-3290.48,-1553.81,28.3875,94110,276,592808600,462585,3,391946628,-435477128,-251399930,150,1,-1,-1,18,9,1
-82,26,-972.816,-70.5882,-223.529,-0.00479369,0.0772317,-0.0111853,4684.67,-3290.48,-1553.81,28.3813,94082,277,592809000,464814,3,391946628,-435477127,-251399930,150,1,-2,0,17,9,1
-82,28,-984.466,-70.5882,-219.608,-0.00479369,0.0814927,-0.0218379,4572.55,-3406.5,-1601.98,28.3937,94079,276,592809200,465929,3,391946627,-435477126,-251399928,150,1,-1,1,17,9,1
-82,28,-972.816,-82.3529,-231.373,0.000532632,0.0740359,-0.00798948,4647.3,-3329.15,-1601.98,28.3875,94088,276,592809400,467043,3,391946627,-435477126,-251399928,150,0,-2,0,17,9,1
-82,26,-976.699,-86.2745,-219.608,-0.00479369,0.0814927,-0.0186421,4647.3,-3329.15,-1553.81,28.375,94089,277,592809800,469271,3,391946626,-435477125,-251399926,150,2,-1,1,17,9,1
-82,26,-984.466,-70.5882,-211.765,-0.0122505,0.0719054,-0.0154463,4572.55,-3445.17,-1650.14,28.3813,94089,276,592810000,470386,3,391946626,-435477124,-251399926,150,0,-1,0,15,9,1
-82,28,-980.583,-62.7451,-223.529,-0.00266316,0.0687096,-0.0165116,4647.3,-3290.48,-1553.81,28.3813,94076,277,592810400,472614,3,391946626,-435477124,-251399925,150,1,-1,1,16,9,1
-82,26,-988.349,-82.3529,-231.373,-0.0186421,0.0751011,-0.0154463,4684.67,-3329.15,-1601.98,28.3813,94095,276,592810600,473727,3,391946625,-435477123,-251399924,150,0,-1,1,15,9,1
-82,27,-980.583,-86.2745,-223.529,0.000532632,0.0740359,-0.0197074,4572.55,-3406.5,-1650.14,28.3875,94098,276,592810800,474840,3,391946625,-435477123,-251399923,150,0,0,-1,16,9,1
-82,26,-976.699,-70.5882,-219.608,-0.026099,0.0687096,-0.0133158,4684.67,-3329.15,-1601.98,28.3875,94088,277,592811200,477064,3,391946624,-435477122,-251399921,151,0,-1,1,15,9,1
-82,28,-968.932,-86.2745,-223.529,-0.0143811,0.0729706,-0.0111853,4684.67,-3329.15,-1553.81,28.3875,94079,276,592811400,478176,3,391946624,-435477121,-251399921,151,0,-1,0,15,9,1
-82,27,-984.466,-90.1961,-207.843,-0.00585895,0.0772317,-0.0122505,4609.93,-3445.17,-1601.98,28.3937,94082,277,592811800,480399,3,391946623,-435477120,-251399919,151,0,0,0,17,9,1
-82,27,-968.932,-66.6667,-207.843,0.0015979,0.0708401,-0.0133158,4647.3,-3367.82,-1650.14,28.4062,94091,276,592812000,481510,3,391946622,-435477120,-251399918,151,1,0,1,18,9,1
-82,27,-972.816,-82.3529,-219.608,-0.00266316,0.0772317,0.258327,4684.67,-3290.48,-1505.64,28.3813,94092,276,592812200,482623,3,391946621,-435477119,-251399917,152,0,0,0,15,9,1
-82,28,-972.816,-78.4314,-223.529,0.00266316,0.0729706,-0.00479369,4535.18,-3445.17,-1601.98,28.4062,94088,277,592812600,484851,3,391946620,-435477118,-251399915,152,0,-2,1,16,9,1
-82,27,-949.515,-66.6667,-227.451,-0.00905475,0.0740359,-0.0175769,4684.67,-3329.15,-1601.98,28.3875,94085,276,592812800,485965,3,391946619,-435477117,-251399915,152,0,-1,-1,17,9,1
-82,27,-976.699,-90.1961,-231.373,0.00585895,0.0814927,-0.0154463,4684.67,-3329.15,-1553.81,28.3813,94079,277,592813200,488198,3,391946617,-435477115,-251399912,153,1,0,0,17,9,1
-82,28,-968.932,-82.3529,-219.608,-0.00479369,0.0878843,-0.01012,4535.18,-3483.84,-1601.98,28.3937,94088,276,592813400,489315,3,391946617,-435477115,-251399912,153,0,-2,1,16,9,1
-82,28,-972.816,-82.3529,-219.608,0.00266316,0.066579,-0.01012,4684.67,-3290.48,-1601.98,28.4062,94094,276,592813600,490434,3,391946616,-435477114,-251399911,153,0,0,-1,15,9,1
-82,28,-968.932,-74.5098,-219.608,0.0015979,0.0772317,-0.0133158,4684.67,-3290.48,-1553.81,28.3937,94092,277,592814000,492673,3,391946615,-435477113,-251399910,153,0,-1,-1,18,9,1
-81,28,-965.049,-74.5098,-223.529,-0.01012,0.0772317,-0.0154463,4572.55,-3406.5,-1601.98,28.3813,94079,277,592814000,492673,3,391946615,-435477113,-251399910,153,0,-1,-1,18,9,1
-82,27,-972.816,-70.5882,-231.373,-0.0111853,0.0708401,-0.0165116,4684.67,-3329.15,-1553.81,28.4062,94079,277,592814600,496037,3,391946613,-435477110,-251399907,153,1,0,0,16,9,1
-82,26,-976.699,-82.3529,-219.608,-0.00692422,0.0740359,-0.0122505,4684.67,-3290.48,-1553.81,28.3875,94085,276,592814800,497159,3,391946613,-435477110,-251399906,154,0,-1,0,16,9,1
-82,27,-968.932,-78.4314,-219.608,-0.0015979,0.0719054,-0.0175769,4572.55,-3483.84,-1601.98,28.4062,94091,276,592815000,498283,3,391946612,-435477110,-251399906,154,0,-1,0,14,9,1
-82,26,-965.049,-78.4314,-231.373,-0.00798948,0.0697748,-0.0186421,4684.67,-3251.81,-1505.64,28.3813,94079,277,592815401,-499469,3,391946612,-435477110,-251399905,154,0,-1,-1,18,9,1
-82,26,-968.932,-78.4314,-227.451,-0.00585895,0.0708401,-0.0154463,4684.67,-3290.48,-1553.81,28.4062,94088,276,592815600,-498350,3,391946613,-435477111,-251399905,154,0,-1,0,17,9,1
-82,27,-953.398,-86.2745,-231.373,-0.0143811,0.0761664,-0.00905475,4609.93,-3483.84,-1650.14,28.3875,94076,277,592816000,-496099,3,391946613,-435477111,-251399904,154,2,1,-1,17,9,1
-82,27,-968.932,-74.5098,-231.373,-0.0133158,0.0804275,-0.0122505,4684.67,-3329.15,-1553.81,28.4062,94091,276,592816200,-494972,3,391946612,-435477111,-251399904,154,-1,-2,0,16,9,1
-82,26,-972.816,-74.5098,-227.451,-0.00798948,0.0772317,-0.0218379,4684.67,-3329.15,-1505.64,28.3937,94079,276,592816400,-493846,3,391946613,-435477111,-251399904,154,1,1,-1,16,9,1
-82,27,-972.816,-78.4314,-219.608,-0.0143811,0.0751011,-0.0133158,4647.3,-3406.5,-1650.14,28.4062,94085,277,592816800,-491591,3,391946613,-435477113,-251399903,154,0,-1,0,16,9,1
-82,26,-980.583,-78.4314,-219.608,0.000532632,0.0697748,-0.0175769,4722.04,-3329.15,-1553.81,28.4125,94091,276,592817000,-490463,3,391946614,-435477114,-251399903,154,1,-1,0,18,9,1
-82,28,-980.583,-74.5098,-207.843,0.0015979,0.0740359,-0.0111853,4684.67,-3251.81,-1505.64,28.4062,94082,277,592817400,-488204,3,391946615,-435477115,-251399903,154,1,0,-1,17,9,1
-82,27,-968.932,-90.1961,-215.686,0.0015979,0.0719054,-0.0207727,4684.67,-3406.5,-1553.81,28.425,94100,276,592817600,-487074,3,391946616,-435477116,-251399903,155,1,-2,2,15,9,1
-82,27,-976.699,-82.3529,-227.451,-0.0143811,0.066579,-0.0175769,4684.67,-3329.15,-1553.81,28.4062,94082,276,592817800,-485943,3,391946617,-435477117,-251399903,155,1,-1,-2,18,9,1
-81,28,-984.466,-58.8235,-223.529,-0.00798948,0.0868191,-0.0122505,4722.04,-3290.48,-1601.98,28.3937,94085,277,592818200,-483680,3,391946618,-435477119,-251399903,155,1,-2,0,17,9,1
-82,29,-980.583,-82.3529,-215.686,-0.00585895,0.0782969,-0.0218379,4647.3,-3367.82,-1601.98,28.4062,94088,276,592818400,-482548,3,391946619,-435477119,-251399903,155,2,0,0,18,9,1
-81,27,-980.583,-70.5882,-227.451,-0.00479369,0.0761664,-0.0122505,4759.42,-3290.48,-1601.98,28.3875,94085,277,592818800,-480281,3,391946620,-435477121,-251399903,155,1,-1,-1,19,9,1
-82,28,-980.583,-82.3529,-231.373,-0.00372843,0.0751011,-0.0165116,4722.04,-3329.15,-1553.81,28.4125,94091,276,592819000,-479147,3,391946620,-435477121,-251399903,155,2,-1,0,18,9,1
-82,27,-984.466,-74.5098,-231.373,-0.00372843,0.0793622,-0.00798948,4722.04,-3290.48,-1650.14,28.3937,94079,276,592819200,-478013,3,391946620,-435477121,-251399902,155,0,-2,-1,18,9,1
-82,28,-965.049,-78.4314,-231.373,-0.0122505,0.0782969,-0.0111853,4684.67,-3290.48,-1553.81,28.4062,94091,277,592819600,-475742,3,391946621,-435477123,-251399902,155,0,-3,-1,18,9,1
-82,27,-968.932,-90.1961,-215.686,-0.00372843,0.0804275,-0.0122505,4647.3,-3290.48,-1553.81,28.4062,94082,276,592819800,-474607,3,391946620,-435477123,-251399901,155,1,-1,0,17,9,1
-82,27,-976.699,-70.5882,-211.765,-0.0143811,0.0719054,-0.0218379,4722.04,-3329.15,-1457.48,28.4062,94094,277,592820200,-472334,3,391946621,-435477124,-251399901,155,1,-1,0,17,9,1
-82,28,-972.816,-74.5098,-211.765,-0.0015979,0.0772317,-0.00905475,4684.67,-3251.81,-1601.98,28.4062,94076,276,592820400,-471197,3,391946621,-435477125,-251399901,155,0,-2,0,17,9,1
-82,27,-976.699,-70.5882,-223.529,-0.00266316,0.0655138,-0.00905475,4722.04,-3290.48,-1505.64,28.4062,94085,276,592820600,-470060,3,391946621,-435477125,-251399901,155,0,-1,-2,17,9,1
-82,28,-961.165,-78.4314,-227.451,0.0015979,0.0761664,-0.00585895,4684.67,-3367.82,-1505.64,28.4125,94091,277,592821000,-467785,3,391946621,-435477127,-251399900,156,0,-1,-1,18,9,1
-82,26,-984.466,-78.4314,-231.373,-0.00798948,0.0740359,-0.0111853,4722.04,-3290.48,-1553.81,28.4062,94085,276,592821200,-466647,3,391946622,-435477127,-251399900,156,1,-1,-1,18,9,1
-82,27,-984.466,-74.5098,-223.529,-0.00585895,0.0804275,-0.0165116,4684.67,-3290.48,-1553.81,28.4125,94088,277,592821600,-464369,3,391946623,-435477129,-251399900,155,1,-2,-1,19,9,1
-82,27,-961.165,-74.5098,-223.529,-0.00372843,0.0772317,-0.0133158,4647.3,-3290.48,-1505.64,28.4188,94085,276,592821600,-464369,3,391946623,-435477129,-251399900,155,1,-2,-1,19,9,1
-82,27,-972.816,-78.4314,-227.451,0.00266316,0.066579,-0.01012,4684.67,-3329.15,-1553.81,28.4125,94085,276,592822000,-462089,3,391946622,-435477130,-251399899,155,1,-1,-1,18,9,1
-82,27,-980.583,-78.4314,-219.608,-0.00372843,0.0814927,-0.0165116,4722.04,-3367.82,-1553.81,28.4188,94085,277,592822400,-459806,3,391946622,-435477132,-251399898,155,0,-2,0,16,9,1
-82,28,-976.699,-78.4314,-223.529,0.00479369,0.0804275,-0.0143811,4684.67,-3290.48,-1601.98,28.4125,94091,276,592822600,-458665,3,391946623,-435477134,-251399899,155,1,-2,-1,17,9,1
-82,29,-980.583,-78.4314,-223.529,-0.00585895,0.0740359,-0.0207727,4684.67,-3290.48,-1601.98,28.4125,94091,277,592823000,-456379,3,391946622,-435477134,-251399898,155,1,-1,-1,18,9,1
-82,28,-980.583,-94.1176,-200,-0.00479369,0.0697748,-0.0186421,4684.67,-3290.48,-1553.81,28.3937,94079,276,592823000,-456379,3,391946622,-435477134,-251399898,155,1,-1,-1,18,9,1
-82,27,-988.349,-70.5882,-235.294,0.000532632,0.0729706,-0.0218379,4684.67,-3290.48,-1553.81,28.4062,94082,276,592823400,-454092,3,391946622,-435477135,-251399898,155,0,-2,0,17,9,1
-82,29,-972.816,-94.1176,-207.843,-0.00266316,0.0782969,-0.00798948,4684.67,-3290.48,-1650.14,28.4062,94082,277,592823800,-451803,3,391946621,-435477136,-251399897,155,1,-1,0,18,9,1
-82,27,-961.165,-74.5098,-223.529,-0.0133158,0.0740359,-0.0143811,4684.67,-3251.81,-1553.81,28.4125,94091,276,592824000,-450658,3,391946621,-435477136,-251399897,155,1,-1,-1,18,9,1
-82,26,-976.699,-74.5098,-227.451,-0.00798948,0.0761664,-0.0165116,4722.04,-3367.82,-1553.81,28.4188,94076,277,592824400,-448366,3,391946621,-435477138,-251399897,155,2,-1,0,18,9,1
-82,27,-972.816,-62.7451,-215.686,-0.00372843,0.0676443,-0.0122505,4684.67,-3329.15,-1553.81,28.425,94091,276,592824400,-448366,3,391946621,-435477138,-251399897,155,2,-1,0,18,9,1
-82,27,-976.699,-78.4314,-215.686,-0.00479369,0.0804275,-0.01012,4684.67,-3290.48,-1601.98,28.4125,94085,276,592824800,-446073,3,391946621,-435477139,-251399897,155,2,-1,-2,18,9,1
-82,27,-968.932,-82.3529,-231.373,0.00372843,0.0740359,-0.0186421,4722.04,-3329.15,-1601.98,28.4188,94094,277,592825200,-443778,3,391946620,-435477139,-251399896,155,1,-2,-1,17,9,1
-82,27,-972.816,-70.5882,-223.529,-0.0122505,0.0697748,-0.0133158,4647.3,-3367.82,-1553.81,28.425,94088,276,592825400,-442630,3,391946620,-435477140,-251399896,155,0,-2,-1,18,9,1
-82,32,-972.816,-74.5098,-223.529,0.000532632,0.0804275,-0.0250337,4684.67,-3329.15,-1601.98,28.4062,94082,277,592825800,-440333,3,391946621,-435477141,-251399896,155,1,-1,-1,18,9,1
-82,27,-980.583,-82.3529,-223.529,-0.00905475,0.0751011,-0.0143811,4684.67,-3329.15,-1601.98,28.425,94085,276,592826000,-439184,3,391946621,-435477143,-251399897,155,0,-2,0,17,9,1
-82,28,-972.816,-78.4314,-227.451,-0.00905475,0.0697748,-0.0111853,4684.67,-3290.48,-1505.64,28.425,94079,276,592826200,-438034,3,391946622,-435477144,-251399897,155,1,-1,-1,18,9,1
-82,28,-968.932,-86.2745,-196.078,-0.00479369,0.0772317,-0.0207727,4722.04,-3290.48,-1601.98,28.4188,94073,277,592826600,-435735,3,391946623,-435477147,-251399898,155,0,-2,-1,18,9,1
-82,28,-965.049,-86.2745,-223.529,-0.00692422,0.0676443,-0.0165116,4647.3,-3329.15,-1505.64,28.4375,94100,276,592826800,-434584,3,391946623,-435477149,-251399899,154,1,-1,-1,17,9,1
-82,28,-957.282,-86.2745,-219.608,0.00692422,0.0740359,-0.0143811,4647.3,-3329.15,-1553.81,28.4188,94085,277,592827200,-432283,3,391946625,-435477152,-251399901,154,2,-1,-2,18,9,1
-82,26,-980.583,-70.5882,-231.373,0.00479369,0.0772317,-0.0111853,4684.67,-3367.82,-1505.64,28.425,94091,276,592827400,-431132,3,391946624,-435477153,-251399901,154,0,-2,-1,17,9,1
-82,26,-976.699,-78.4314,-215.686,-0.0143811,0.0793622,-0.0154463,4684.67,-3290.48,-1553.81,28.4188,94085,277,592827600,-429980,3,391946626,-435477156,-251399902,154,3,-1,0,17,9,1
-82,26,-984.466,-86.2745,-203.922,-0.0207727,0.0814927,-0.0154463,4684.67,-3329.15,-1553.81,28.425,94082,277,592828000,-427675,3,391946627,-435477159,-251399904,154,0,-2,-3,18,9,1
-81,26,-972.816,-74.5098,-223.529,0.00266316,0.0729706,-0.0133158,4722.04,-3329.15,-1601.98,28.425,94079,276,592828200,-426522,3,391946628,-435477160,-251399904,154,2,-1,0,17,9,1
-82,27,-965.049,-74.5098,-215.686,-0.0165116,0.0655138,-0.00905475,4647.3,-3329.15,-1601.98,28.4188,94085,277,592828600,-424214,3,391946629,-435477164,-251399906,154,1,-2,0,17,9,1
-82,26,-972.816,-78.4314,-200,0.00479369,0.0836233,-0.0154463,4722.04,-3290.48,-1505.64,28.4188,94088,277,592828800,-423060,3,391946629,-435477166,-251399906,154,1,-2,-1,17,9,1
-82,27,-976.699,-74.5098,-231.373,-0.00479369,0.0793622,-0.0197074,4647.3,-3329.15,-1601.98,28.4125,94094,277,592829200,-420750,3,391946631,-435477170,-251399908,154,1,-3,0,17,9,1
-82,27,-965.049,-74.5098,-227.451,-0.000532632,0.0729706,-0.00479369,4684.67,-3290.48,-1601.98,28.4375,94097,276,592829400,-419594,3,391946632,-435477171,-251399909,154,1,-2,-2,19,9,1
-82,26,-972.816,-82.3529,-235.294,-0.00585895,0.0751011,-0.0175769,4647.3,-3329.15,-1650.14,28.4125,94097,276,592829600,-418438,3,391946633,-435477173,-251399910,154,2,-1,-1,18,9,1
-82,27,-972.816,-58.8235,-219.608,-0.01012,0.0814927,-0.0165116,4647.3,-3329.15,-1553.81,28.425,94085,277,592830000,-416125,3,391946635,-435477176,-251399910,154,2,-1,-1,19,9,1
-82,27,-968.932,-78.4314,-215.686,-0.0175769,0.0740359,-0.0186421,4647.3,-3329.15,-1553.81,28.4375,94094,276,592830200,-414968,3,391946636,-435477178,-251399911,155,1,-2,0,18,9,1
-82,27,-968.932,-66.6667,-215.686,-0.00692422,0.0708401,-0.00905475,4684.67,-3329.15,-1601.98,28.4375,94097,277,592830600,-412653,3,391946638,-435477183,-251399912,155,1,-3,-1,18,9,1
-82,28,-968.932,-82.3529,-211.765,-0.0133158,0.0793622,-0.0133158,4722.04,-3329.15,-1601.98,28.4188,94082,276,592830800,-411495,3,391946639,-435477185,-251399913,155,2,-1,-3,19,9,1
-82,28,-980.583,-74.5098,-223.529,-0.00585895,0.0772317,-0.0175769,4722.04,-3251.81,-1601.98,28.4375,94091,276,592831000,-410337,3,391946640,-435477186,-251399914,155,2,-2,-1,18,9,1
-82,27,-961.165,-70.5882,-227.451,-0.0197074,0.0719054,-0.0175769,4684.67,-3329.15,-1553.81,28.4375,94106,277,592831400,-408020,3,391946642,-435477189,-251399915,155,2,-1,-1,19,9,1
-82,26,-953.398,-86.2745,-223.529,-0.0165116,0.0655138,-0.0154463,4759.42,-3329.15,-1553.81,28.4062,94076,276,592831600,-406861,3,391946642,-435477191,-251399915,155,0,-3,-1,18,9,1
-81,27,-972.816,-78.4314,-211.765,-0.00479369,0.082558,-0.0133158,4684.67,-3251.81,-1601.98,28.4375,94085,277,592832000,-404541,3,391946645,-435477195,-251399916,155,2,-3,0,18,9,1
-81,26,-961.165,-70.5882,-231.373,0.0111853,0.0772317,-0.0239685,4684.67,-3290.48,-1505.64,28.4375,94076,276,592832200,-403381,3,391946646,-435477196,-251399917,155,2,-2,-2,19,9,1
-81,26,-972.816,-86.2745,-223.529,-0.00692422,0.0761664,-0.00692422,4572.55,-3406.5,-1601.98,28.4125,94066,276,592832400,-402220,3,391946646,-435477197,-251399918,155,1,-1,-2,18,9,1
-81,25,-968.932,-86.2745,-227.451,-0.0015979,0.0676443,-0.0175769,4609.93,-3251.81,-1601.98,28.4375,94094,277,592832800,-399897,3,391946649,-435477202,-251399920,155,0,-4,-1,17,9,1
-81,24,-961.165,-78.4314,-243.137,-0.00266316,0.0740359,-0.00905475,4722.04,-3290.48,-1505.64,28.4375,94088,276,592833000,-398735,3,391946650,-435477203,-251399921,155,3,0,-2,18,9,1
-81,26,-980.583,-90.1961,-215.686,-0.0165116,0.0751011,-0.0143811,4647.3,-3445.17,-1553.81,28.425,94088,277,592833400,-396409,3,391946653,-435477208,-251399923,155,1,-3,0,17,9,1
-81,26,-980.583,-78.4314,-219.608,-0.00479369,0.0857538,-0.0165116,4684.67,-3329.15,-1553.81,28.425,94097,276,592833600,-395246,3,391946655,-435477210,-251399924,156,2,-2,-2,19,9,1
-81,25,-980.583,-66.6667,-207.843,-0.00479369,0.0772317,-0.0218379,4684.67,-3367.82,-1505.64,28.425,94082,276,592833800,-394082,3,391946656,-435477212,-251399924,155,2,-1,-1,18,9,1
-81,26,-976.699,-82.3529,-227.451,-0.00692422,0.082558,-0.0143811,4609.93,-3483.84,-1698.31,28.425,94091,277,592834200,-391756,3,391946660,-435477217,-251399926,156,1,-4,0,17,9,1
-81,26,-968.932,-78.4314,-227.451,-0.00479369,0.0751011,-0.0133158,4647.3,-3367.82,-1601.98,28.4375,94082,276,592834400,-390594,3,391946661,-435477218,-251399927,156,3,0,-1,20,9,1
-81,25,-976.699,-82.3529,-223.529,-0.00798948,0.0740359,-0.0197074,4647.3,-3329.15,-1650.14,28.4375,94082,277,592834800,-388272,3,391946665,-435477222,-251399928,156,2,-2,1,17,9,1
-81,25,-984.466,-74.5098,-211.765,-0.00798948,0.0793622,-0.0133158,4609.93,-3367.82,-1650.14,28.4438,94085,276,592835000,-387111,3,391946666,-435477224,-251399930,156,0,-2,-2,19,9,1
-82,28,-992.233,-66.6667,-200,-0.00585895,0.0751011,-0.00798948,4684.67,-3290.48,-1601.98,28.45,94085,276,592835200,-385952,3,391946668,-435477226,-251399930,156,2,-1,-1,19,9,1
-82,28,-984.466,-86.2745,-211.765,-0.000532632,0.0719054,-0.0111853,4684.67,-3290.48,-1553.81,28.4375,94079,277,592835600,-383635,3,391946670,-435477228,-251399931,157,2,-1,0,18,9,1
-82,28,-976.699,-70.5882,-227.451,-0.00372843,0.0729706,-0.0207727,4609.93,-3445.17,-1650.14,28.425,94088,276,592835800,-382477,3,391946670,-435477229,-251399931,157,0,-1,0,16,9,1
-82,27,-953.398,-74.5098,-227.451,-0.00692422,0.0772317,-0.0122505,4684.67,-3367.82,-1650.14,28.4625,94088,277,592836200,-380161,3,391946674,-435477232,-251399932,157,2,-1,0,19,9,1
-82,27,-961.165,-82.3529,-231.373,-0.00692422,0.0708401,-0.0154463,4684.67,-3329.15,-1650.14,28.4375,94091,276,592836400,-379003,3,391946675,-435477234,-251399932,157,0,-3,0,18,9,1
-82,28,-953.398,-82.3529,-223.529,-0.00585895,0.0782969,-0.0154463,4609.93,-3329.15,-1601.98,28.4375,94085,276,592836600,-377846,3,391946675,-435477234,-251399932,157,2,-1,0,18,9,1
-82,28,-968.932,-74.5098,-235.294,-0.00479369,0.062318,-0.0186421,4684.67,-3329.15,-1601.98,28.425,94069,277,592837000,-375533,3,391946677,-435477236,-251399932,158,0,-2,-1,19,9,1
-82,27,-984.466,-74.5098,-203.922,0.000532632,0.0751011,-0.0165116,4684.67,-3290.48,-1553.81,28.45,94088,276,592837200,-374376,3,391946678,-435477238,-251399932,158,1,-2,-1,18,9,1
-81,25,-976.699,-78.4314,-227.451,-0.00479369,0.0729706,-0.0229032,4572.55,-3483.84,-1553.81,28.45,94078,277,592837600,-372064,3,391946680,-435477239,-251399932,158,1,-2,0,17,9,1
-81,25,-980.583,-82.3529,-223.529,-0.0122505,0.0697748,-0.0133158,4684.67,-3251.81,-1553.81,28.4438,94088,276,592837800,-370909,3,391946682,-435477240,-251399932,158,0,-2,-2,19,9,1
-82,27,-984.466,-82.3529,-215.686,-0.0015979,0.0655138,-0.0197074,4722.04,-3290.48,-1553.81,28.4375,94085,276,592838000,-369753,3,391946683,-435477241,-251399932,159,2,-1,0,18,9,1
-82,26,-980.583,-62.7451,-211.765,-0.000532632,0.0729706,-0.0197074,4535.18,-3445.17,-1601.98,28.45,94082,277,592838400,-367441,3,391946685,-435477243,-251399933,159,0,-2,-2,19,9,1
-82,28,-968.932,-70.5882,-227.451,-0.0111853,0.0729706,-0.0122505,4722.04,-3406.5,-1601.98,28.425,94069,277,592838400,-367441,3,391946685,-435477243,-251399933,159,0,-2,-2,19,9,1
-81,25,-976.699,-90.1961,-231.373,-0.00479369,0.0740359,-0.0186421,4684.67,-3290.48,-1553.81,28.45,94091,277,592839000,-363977,3,391946688,-435477247,-251399934,159,0,-2,0,17,9,1
-81,26,-980.583,-62.7451,-239.216,-0.00479369,0.0761664,-0.00905475,4535.18,-3445.17,-1698.31,28.45,94100,276,592839200,-362823,3,391946689,-435477248,-251399934,159,0,-2,-1,18,9,1
-81,26,-996.117,-82.3529,-227.451,-0.00798948,0.0740359,-0.0122505,4722.04,-3290.48,-1553.81,28.4625,94084,276,592839400,-361669,3,391946690,-435477249,-251399935,159,1,-2,1,16,9,1
-82,27,-972.816,-78.4314,-223.529,0.00905475,0.0740359,-0.0175769,4647.3,-3329.15,-1601.98,28.45,94094,277,592839800,-359363,3,391946692,-435477251,-251399935,160,2,-1,0,18,9,1
-82,26,-988.349,-70.5882,-219.608,-0.00479369,0.0687096,-0.0154463,4572.55,-3329.15,-1650.14,28.4375,94082,277,592840000,-358210,3,391946693,-435477253,-251399935,160,1,-2,0,17,9,1
-82,29,-968.932,-74.5098,-231.373,-0.00798948,0.0729706,-0.0218379,4722.04,-3251.81,-1601.98,28.4375,94091,277,592840400,-355903,3,391946694,-435477255,-251399936,160,1,-2,0,17,9,1
-82,27,-968.932,-78.4314,-235.294,-0.0143811,0.0740359,-0.00266316,4722.04,-3329.15,-1601.98,28.4688,94084,276,592840600,-354750,3,391946695,-435477256,-251399936,160,0,-2,-1,19,9,1
-82,28,-965.049,-78.4314,-227.451,-0.0154463,0.0782969,-0.01012,4572.55,-3406.5,-1601.98,28.4375,94097,276,592840800,-353597,3,391946696,-435477258,-251399937,160,1,-2,0,17,9,1
-82,29,-961.165,-70.5882,-227.451,-0.0015979,0.0697748,-0.0175769,4759.42,-3290.48,-1553.81,28.4375,94072,277,592841200,-351292,3,391946698,-435477260,-251399937,161,1,-2,-1,18,9,1
-82,27,-976.699,-86.2745,-207.843,-0.01012,0.0846885,-0.0143811,4684.67,-3290.48,-1601.98,28.4625,94094,276,592841400,-350138,3,391946699,-435477262,-251399937,161,1,-2,0,18,9,1
-82,27,-984.466,-78.4314,-223.529,0.0015979,0.0719054,-0.0186421,4609.93,-3406.5,-1601.98,28.4625,94100,277,592841800,-347833,3,391946701,-435477264,-251399938,161,1,-2,-1,20,9,1
-82,28,-965.049,-78.4314,-211.765,-0.00692422,0.0729706,-0.0143811,4722.04,-3290.48,-1553.81,28.4438,94094,276,592842000,-346680,3,391946702,-435477265,-251399939,162,1,-2,0,18,9,1
-82,27,-984.466,-74.5098,-239.216,-0.00798948,0.0729706,-0.0111853,4722.04,-3290.48,-1553.81,28.45,94100,276,592842200,-345528,3,391946704,-435477267,-251399939,162,0,-2,-1,19,9,1
-82,28,-972.816,-74.5098,-215.686,-0.0122505,0.0868191,-0.0197074,4647.3,-3406.5,-1650.14,28.4438,94085,277,592842600,-343222,3,391946706,-435477269,-251399941,163,2,-2,-1,19,9,1
-82,27,-972.816,-78.4314,-219.608,-0.0111853,0.0804275,-0.0207727,4722.04,-3290.48,-1553.81,28.45,94088,276,592842800,-342069,3,391946707,-435477270,-251399941,163,0,-2,-1,19,9,1
-82,26,-976.699,-78.4314,-227.451,-0.0197074,0.0708401,-0.0122505,4647.3,-3329.15,-1650.14,28.4625,94100,277,592843200,-339765,3,391946709,-435477272,-251399941,163,1,-3,1,16,9,1
-81,26,-965.049,-86.2745,-196.078,-0.00798948,0.0751011,-0.00798948,4647.3,-3483.84,-1650.14,28.45,94082,276,592843400,-338613,3,391946710,-435477272,-251399942,164,1,-1,-2,19,9,1
-81,26,-976.699,-74.5098,-227.451,0.00372843,0.0793622,-0.0186421,4684.67,-3329.15,-1601.98,28.45,94069,276,592843600,-337462,3,391946711,-435477273,-251399942,164,-1,-3,-1,18,9,1
-82,27,-968.932,-82.3529,-219.608,-0.000532632,0.0782969,-0.00692422,4684.67,-3290.48,-1553.81,28.4688,94088,277,592844000,-335160,3,391946714,-435477275,-251399943,164,2,-1,0,19,9,1
-82,28,-980.583,-70.5882,-227.451,-0.0015979,0.0708401,-0.0207727,4572.55,-3367.82,-1601.98,28.4625,94084,276,592844200,-334009,3,391946715,-435477277,-251399944,164,0,-3,-1,18,9,1
-82,28,-988.349,-66.6667,-203.922,-0.0122505,0.0719054,-0.0165116,4684.67,-3251.81,-1553.81,28.4688,94088,277,592844600,-331708,3,391946717,-435477280,-251399946,165,0,-2,0,18,9,1
