rssi,snr,ax,ay,az,wx,wy,wz,mx,my,mz,temperature,p,time,timeOfWeek,timeOFWeekFracPart,gpsFix,ecefx,ecefy,ecefz,positionAcc3D,ecefvx,ecefvy,ecefvz,speedAcc,numbSat,drogueStatus
-81,24,-961.165,-82.3529,-227.451,-0.00798948,0.0836233,-0.0122505,4759.42,-3329.15,-1457.48,28.975,94103,276,593357000,-244130,3,391946570,-435477177,-251399893,107,1,-3,1,13,9,1
-81,24,-976.699,-78.4314,-215.686,-0.00585895,0.0772317,-0.0207727,4684.67,-3290.48,-1505.64,28.9875,94087,276,593357200,-242898,3,391946571,-435477179,-251399895,107,0,-2,-3,14,9,1
-81,25,-976.699,-78.4314,-223.529,-0.00266316,0.0793622,-0.0133158,4722.04,-3329.15,-1553.81,28.9875,94112,277,593357600,-240433,3,391946572,-435477180,-251399896,107,1,-2,-1,14,9,1
-81,24,-980.583,-66.6667,-223.529,-0.00905475,0.0814927,-0.0165116,4759.42,-3329.15,-1505.64,28.9875,94093,276,593357800,-239201,3,391946572,-435477180,-251399896,107,0,-2,0,12,9,1
-81,24,-980.583,-82.3529,-215.686,-0.0015979,0.0836233,-0.0197074,4647.3,-3483.84,-1553.81,28.9875,94103,277,593358200,-236736,3,391946572,-435477182,-251399897,107,1,-2,0,12,9,1
-81,25,-972.816,-78.4314,-223.529,-0.00585895,0.0740359,-0.0122505,4759.42,-3329.15,-1505.64,28.975,94094,276,593358400,-235504,3,391946573,-435477182,-251399898,107,1,-2,-1,14,9,1
-81,25,-968.932,-70.5882,-215.686,-0.00585895,0.0772317,-0.01012,4722.04,-3290.48,-1553.81,28.9688,94094,276,593358600,-234271,3,391946573,-435477183,-251399899,107,0,-2,-2,13,9,1
-81,25,-976.699,-74.5098,-227.451,-0.00905475,0.0772317,-0.0186421,4647.3,-3483.84,-1601.98,28.9688,94087,277,593359000,-231807,3,391946575,-435477184,-251399900,107,2,-1,1,15,9,1
-80,25,-972.816,-78.4314,-223.529,-0.00585895,0.0772317,-0.0218379,4722.04,-3329.15,-1505.64,28.9688,94097,276,593359200,-230574,3,391946575,-435477185,-251399901,107,0,-2,0,11,9,1
-80,24,-972.816,-78.4314,-235.294,0.0015979,0.0793622,-0.0133158,4722.04,-3329.15,-1457.48,28.9688,94097,277,593359600,-228109,3,391946576,-435477187,-251399903,106,3,-1,-3,14,9,1
-81,26,-976.699,-74.5098,-227.451,-0.00479369,0.0751011,-0.0186421,4647.3,-3406.5,-1553.81,28.9875,94100,276,593359800,-226877,3,391946577,-435477187,-251399904,106,2,-2,-2,14,9,1
-81,24,-965.049,-62.7451,-211.765,-0.00905475,0.0761664,-0.0143811,4684.67,-3290.48,-1553.81,28.975,94097,276,593360000,-225644,3,391946577,-435477188,-251399905,106,0,-4,-1,11,9,1
-80,26,-965.049,-78.4314,-203.922,-0.0111853,0.0793622,-0.0154463,4684.67,-3290.48,-1553.81,28.9875,94106,277,593360400,-223179,3,391946578,-435477189,-251399906,106,3,-1,-1,15,9,1
-80,25,-968.932,-94.1176,-227.451,-0.0015979,0.0782969,-0.0186421,4609.93,-3445.17,-1553.81,28.975,94087,276,593360600,-221947,3,391946579,-435477189,-251399907,106,2,-1,-2,15,9,1
-80,25,-972.816,-74.5098,-231.373,-0.00479369,0.0719054,-0.0175769,4684.67,-3329.15,-1505.64,28.9875,94100,277,593361000,-219482,3,391946579,-435477190,-251399909,106,2,-2,0,14,9,1
-80,26,-976.699,-74.5098,-211.765,-0.00798948,0.0793622,-0.0122505,4684.67,-3367.82,-1505.64,28.9875,94090,276,593361200,-218249,3,391946580,-435477190,-251399909,106,1,-2,0,13,9,1
-81,25,-976.699,-74.5098,-215.686,-0.00372843,0.0740359,-0.0122505,4609.93,-3406.5,-1650.14,28.9875,94093,276,593361400,-217016,3,391946581,-435477190,-251399910,106,0,-2,-2,13,9,1
-80,25,-972.816,-74.5098,-231.373,0.00266316,0.0836233,-0.0175769,4684.67,-3251.81,-1553.81,28.975,94090,277,593361800,-214551,3,391946582,-435477191,-251399911,106,1,-2,-1,14,9,1
-80,26,-972.816,-70.5882,-223.529,-0.00692422,0.082558,-0.0197074,4684.67,-3290.48,-1553.81,28.9562,94084,276,593362000,-213319,3,391946582,-435477191,-251399912,106,-1,-3,0,11,9,1
-81,25,-976.699,-82.3529,-211.765,-0.0111853,0.0761664,-0.00905475,4609.93,-3445.17,-1601.98,28.975,94094,277,593362400,-210854,3,391946583,-435477191,-251399912,106,3,-1,-1,14,9,1
-81,26,-984.466,-62.7451,-211.765,-0.00372843,0.0719054,-0.0111853,4684.67,-3290.48,-1505.64,28.975,94109,276,593362600,-209621,3,391946583,-435477191,-251399913,106,-1,-2,-2,13,9,1
-80,25,-976.699,-66.6667,-211.765,-0.00266316,0.0889496,-0.0143811,4684.67,-3367.82,-1505.64,28.9937,94103,276,593362800,-208389,3,391946583,-435477191,-251399913,106,1,-1,0,13,9,1
-80,25,-976.699,-74.5098,-215.686,0.000532632,0.0719054,-0.0143811,4609.93,-3445.17,-1601.98,28.9875,94106,277,593363200,-205924,3,391946584,-435477191,-251399914,106,1,-2,-1,13,9,1
-80,25,-980.583,-66.6667,-223.529,-0.00266316,0.0804275,-0.026099,4684.67,-3329.15,-1505.64,28.9875,94106,276,593363400,-204692,3,391946584,-435477191,-251399915,106,1,-2,-2,14,9,1
-80,24,-972.816,-82.3529,-231.373,-0.00692422,0.0814927,-0.0175769,4759.42,-3290.48,-1553.81,28.9875,94109,277,593363800,-202226,3,391946586,-435477191,-251399916,106,3,-2,-3,14,9,1
-81,25,-980.583,-82.3529,-219.608,-0.0218379,0.0729706,-0.00905475,4609.93,-3406.5,-1553.81,28.9937,94103,276,593364000,-200994,3,391946586,-435477191,-251399917,106,2,-2,-1,14,9,1
-80,25,-980.583,-70.5882,-227.451,-0.000532632,0.0740359,-0.0133158,4647.3,-3290.48,-1505.64,28.975,94115,276,593364200,-199761,3,391946587,-435477192,-251399918,106,1,-3,0,11,9,1
-81,25,-980.583,-66.6667,-219.608,-0.000532632,0.0804275,-0.0154463,4647.3,-3329.15,-1505.64,29,94109,277,593364600,-197296,3,391946589,-435477192,-251399919,106,3,-1,-2,14,9,1
-81,26,-972.816,-74.5098,-215.686,-0.00692422,0.0772317,-0.0165116,4609.93,-3445.17,-1650.14,28.975,94100,276,593364800,-196063,3,391946590,-435477193,-251399920,106,3,-2,-2,15,9,1
-80,25,-976.699,-86.2745,-223.529,-0.0143811,0.0729706,-0.00692422,4684.67,-3290.48,-1505.64,28.9875,94100,277,593365200,-193597,3,391946591,-435477194,-251399922,106,1,-2,-2,13,9,1
-81,25,-1000,-86.2745,-243.137,-0.0122505,0.0793622,-0.01012,4722.04,-3367.82,-1505.64,29,94106,276,593365400,-192364,3,391946592,-435477194,-251399922,106,1,-2,0,14,9,1
-81,26,-961.165,-86.2745,-235.294,0.01012,0.0729706,-0.0122505,4609.93,-3406.5,-1457.48,28.9875,94106,276,593365600,-191132,3,391946593,-435477195,-251399924,106,0,-2,-3,13,9,1
-81,24,-972.816,-66.6667,-215.686,-0.0282295,0.0814927,-0.0154463,4722.04,-3290.48,-1601.98,28.9875,94093,277,593366000,-188666,3,391946594,-435477195,-251399925,106,1,-2,-1,14,9,1
-80,26,-976.699,-86.2745,-223.529,0.00585895,0.0772317,-0.0143811,4684.67,-3290.48,-1505.64,28.9875,94093,276,593366200,-187433,3,391946595,-435477196,-251399925,106,0,-2,0,11,9,1
-80,24,-976.699,-90.1961,-207.843,-0.0229032,0.0782969,-0.0143811,4609.93,-3406.5,-1553.81,28.9875,94100,277,593366600,-184968,3,391946597,-435477197,-251399927,106,1,-2,-1,14,9,1
-81,26,-968.932,-66.6667,-219.608,-0.00585895,0.0740359,-0.0111853,4684.67,-3329.15,-1553.81,28.9937,94115,276,593366800,-183735,3,391946597,-435477197,-251399927,106,1,-2,-1,14,9,1
-80,24,-972.816,-82.3529,-211.765,-0.00479369,0.082558,-0.0207727,4647.3,-3367.82,-1505.64,28.9875,94106,276,593367000,-182502,3,391946598,-435477198,-251399928,106,0,-2,-1,13,9,1
-81,25,-972.816,-74.5098,-223.529,-0.0143811,0.0793622,-0.0111853,4609.93,-3483.84,-1601.98,29,94106,277,593367400,-180037,3,391946600,-435477199,-251399930,106,1,-2,-1,14,9,1
-81,24,-976.699,-78.4314,-231.373,0.00692422,0.0782969,-0.0186421,4684.67,-3329.15,-1457.48,28.9875,94090,276,593367600,-178804,3,391946600,-435477200,-251399930,106,3,-1,0,15,9,1
-81,27,-957.282,-74.5098,-247.059,0.000532632,0.0751011,-0.0111853,4684.67,-3290.48,-1505.64,28.9937,94100,277,593368000,-176338,3,391946601,-435477200,-251399931,106,3,-2,-2,14,9,1
-80,25,-972.816,-70.5882,-219.608,-0.0186421,0.0772317,-0.0175769,4609.93,-3406.5,-1601.98,28.975,94094,276,593368200,-175105,3,391946602,-435477201,-251399931,106,2,-3,0,13,9,1
-81,26,-972.816,-78.4314,-219.608,-0.00692422,0.0676443,-0.0186421,4722.04,-3251.81,-1505.64,28.9875,94100,276,593368400,-173872,3,391946602,-435477201,-251399932,106,1,-3,-1,14,9,1
-80,25,-968.932,-66.6667,-207.843,-0.00905475,0.0836233,-0.01012,4647.3,-3367.82,-1457.48,28.9937,94090,277,593368800,-171406,3,391946604,-435477202,-251399932,106,4,-1,-2,15,9,1
-81,26,-980.583,-86.2745,-227.451,0.00585895,0.0740359,-0.0154463,4609.93,-3445.17,-1553.81,28.9875,94096,276,593369000,-170173,3,391946604,-435477202,-251399932,106,3,-2,-2,15,9,1
-80,24,-968.932,-90.1961,-215.686,0.000532632,0.0719054,-0.0143811,4722.04,-3329.15,-1457.48,28.9875,94106,277,593369400,-167707,3,391946606,-435477203,-251399934,106,1,-3,-1,13,9,1
-80,25,-976.699,-74.5098,-227.451,-0.000532632,0.0846885,-0.0133158,4684.67,-3251.81,-1601.98,28.9937,94100,276,593369600,-166474,3,391946606,-435477203,-251399934,106,2,-2,-1,14,9,1
-80,26,-980.583,-78.4314,-227.451,-0.00692422,0.0751011,-0.01012,4647.3,-3445.17,-1601.98,28.975,94094,276,593369800,-165240,3,391946607,-435477203,-251399935,106,1,-2,-3,14,9,1
-80,26,-968.932,-74.5098,-223.529,-0.00692422,0.0729706,-0.0111853,4722.04,-3290.48,-1553.81,28.9562,94100,277,593370200,-162774,3,391946608,-435477203,-251399936,106,0,-3,-2,13,9,1
-80,25,-968.932,-78.4314,-223.529,0.000532632,0.0836233,-0.0229032,4684.67,-3329.15,-1457.48,28.9937,94100,276,593370400,-161541,3,391946608,-435477204,-251399936,106,1,-3,1,13,9,1
-81,24,-972.816,-74.5098,-235.294,-0.01012,0.0814927,-0.0207727,4609.93,-3406.5,-1553.81,28.975,94094,277,593370800,-159075,3,391946609,-435477205,-251399938,106,1,-2,-1,14,9,1
-81,26,-976.699,-78.4314,-227.451,0.0015979,0.0729706,-0.0143811,4759.42,-3251.81,-1505.64,28.9937,94096,276,593371000,-157842,3,391946609,-435477205,-251399938,106,0,-2,-2,14,9,1
-81,26,-965.049,-66.6667,-231.373,-0.000532632,0.0751011,-0.0207727,4647.3,-3290.48,-1505.64,28.9937,94100,276,593371200,-156608,3,391946610,-435477206,-251399939,106,0,-2,-1,13,9,1
-80,25,-965.049,-70.5882,-223.529,-0.000532632,0.0761664,-0.0122505,4572.55,-3367.82,-1553.81,28.9937,94103,277,593371600,-154142,3,391946611,-435477206,-251399940,106,1,-2,0,14,9,1
-81,26,-965.049,-82.3529,-235.294,-0.0154463,0.0697748,-0.00905475,4722.04,-3290.48,-1553.81,28.9875,94090,276,593371600,-154142,3,391946611,-435477206,-251399940,106,1,-2,0,14,9,1
-81,25,-984.466,-70.5882,-215.686,-0.01012,0.0740359,-0.0175769,4684.67,-3290.48,-1505.64,28.9875,94093,277,593372200,-150442,3,391946612,-435477208,-251399941,106,3,-2,-1,14,9,1
-81,24,-968.932,-78.4314,-219.608,-0.0111853,0.0804275,-0.0111853,4609.93,-3406.5,-1650.14,28.9875,94096,276,593372400,-149209,3,391946612,-435477208,-251399942,106,1,-3,-2,14,9,1
-81,24,-980.583,-74.5098,-215.686,-0.00372843,0.0793622,-0.0133158,4722.04,-3290.48,-1601.98,28.9875,94090,276,593372600,-147976,3,391946613,-435477209,-251399943,106,1,-2,-1,13,9,1
-81,25,-972.816,-74.5098,-215.686,0.000532632,0.0836233,-0.0133158,4647.3,-3329.15,-1505.64,28.975,94090,277,593373000,-145509,3,391946614,-435477209,-251399943,106,4,-1,-1,15,9,1
-81,24,-968.932,-78.4314,-223.529,-0.00479369,0.0772317,-0.0111853,4684.67,-3406.5,-1457.48,28.9937,94093,277,593373000,-145509,3,391946614,-435477209,-251399943,106,4,-1,-1,15,9,1
-81,26,-980.583,-78.4314,-211.765,-0.00585895,0.0761664,-0.0175769,4722.04,-3329.15,-1457.48,28.9937,94100,277,593373600,-141807,3,391946614,-435477210,-251399945,106,1,-3,-1,13,9,1
-80,25,-976.699,-66.6667,-227.451,-0.0133158,0.0729706,-0.0154463,4722.04,-3290.48,-1505.64,28.9875,94087,276,593373800,-140574,3,391946614,-435477211,-251399945,106,1,-3,0,13,9,1
-81,26,-984.466,-78.4314,-211.765,-0.000532632,0.0761664,-0.00905475,4609.93,-3445.17,-1601.98,28.9875,94087,276,593374000,-139340,3,391946614,-435477211,-251399946,106,1,-2,-2,14,9,1
-81,25,-984.466,-82.3529,-207.843,0.00266316,0.0782969,-0.0154463,4684.67,-3329.15,-1553.81,28.9937,94093,277,593374400,-136873,3,391946614,-435477211,-251399946,106,1,-2,-1,13,9,1
-80,25,-988.349,-58.8235,-223.529,0.000532632,0.0782969,-0.0111853,4684.67,-3290.48,-1457.48,28.975,94103,276,593374600,-135639,3,391946614,-435477211,-251399947,106,0,-3,-1,12,9,1
-81,26,-968.932,-78.4314,-227.451,-0.00692422,0.0804275,-0.00692422,4535.18,-3406.5,-1553.81,28.9875,94087,277,593375000,-133172,3,391946614,-435477212,-251399948,106,1,-2,-2,14,9,1
-80,25,-972.816,-74.5098,-223.529,-0.01012,0.0772317,-0.0122505,4684.67,-3329.15,-1457.48,28.9688,94097,276,593375200,-131938,3,391946614,-435477213,-251399947,106,1,-2,0,13,9,1
-81,25,-965.049,-66.6667,-219.608,-0.00585895,0.082558,-0.0133158,4722.04,-3290.48,-1457.48,28.9875,94087,276,593375400,-130705,3,391946615,-435477214,-251399948,106,1,-2,-1,13,9,1
-81,25,-949.515,-82.3529,-215.686,-0.00798948,0.0772317,-0.0122505,4609.93,-3445.17,-1650.14,28.9875,94106,277,593375800,-128238,3,391946614,-435477214,-251399948,106,2,-2,0,14,9,1
-81,26,-968.932,-98.0392,-219.608,0.0015979,0.0814927,-0.0122505,4722.04,-3290.48,-1409.31,28.9875,94103,276,593376000,-127004,3,391946614,-435477215,-251399948,106,2,-2,-2,14,9,1
-81,25,-980.583,-74.5098,-227.451,0.00372843,0.066579,-0.0143811,4722.04,-3251.81,-1505.64,28.9688,94090,277,593376400,-124536,3,391946614,-435477215,-251399948,106,3,-2,-2,14,9,1
-81,24,-980.583,-74.5098,-235.294,-0.0133158,0.0814927,-0.01012,4609.93,-3445.17,-1650.14,28.9875,94096,276,593376600,-123302,3,391946614,-435477216,-251399948,106,1,-4,-1,13,9,1
-81,26,-976.699,-82.3529,-219.608,-0.00585895,0.0782969,-0.00798948,4722.04,-3290.48,-1505.64,29,94096,276,593376800,-122069,3,391946614,-435477216,-251399948,106,2,-3,-1,13,9,1
-81,27,-1003.88,-82.3529,-192.157,-0.00479369,0.0772317,-0.0165116,4684.67,-3329.15,-1505.64,28.975,94090,277,593377200,-119601,3,391946613,-435477216,-251399948,106,2,-3,-1,14,9,1
-81,26,-972.816,-70.5882,-215.686,-0.00905475,0.0708401,-0.0143811,4609.93,-3445.17,-1553.81,28.9875,94093,276,593377400,-118366,3,391946614,-435477216,-251399948,106,2,-2,-2,14,9,1
-81,24,-988.349,-90.1961,-223.529,-0.00372843,0.0868191,-0.0154463,4684.67,-3290.48,-1505.64,28.9937,94093,277,593377800,-115898,3,391946614,-435477216,-251399948,106,0,-3,-1,13,9,1
-81,25,-968.932,-74.5098,-223.529,-0.0015979,0.0804275,-0.00905475,4684.67,-3329.15,-1409.31,28.9875,94090,276,593378000,-114664,3,391946615,-435477216,-251399948,106,1,-3,-1,15,9,1
-81,26,-988.349,-78.4314,-207.843,-0.000532632,0.0751011,-0.0186421,4572.55,-3483.84,-1505.64,28.9937,94103,276,593378200,-113430,3,391946616,-435477216,-251399947,106,1,-2,-1,14,9,1
-80,25,-972.816,-82.3529,-227.451,-0.01012,0.0751011,-0.0143811,4722.04,-3251.81,-1505.64,28.9875,94090,277,593378600,-110962,3,391946618,-435477216,-251399947,106,1,-2,-2,15,9,1
-81,27,-972.816,-78.4314,-231.373,-0.00692422,0.0761664,-0.0143811,4684.67,-3329.15,-1553.81,29,94099,276,593378800,-109728,3,391946618,-435477216,-251399947,106,1,-3,1,12,9,1
-80,27,-984.466,-74.5098,-223.529,-0.00798948,0.0761664,-0.0186421,4572.55,-3483.84,-1601.98,29,94087,277,593379200,-107261,3,391946620,-435477216,-251399947,106,2,-2,-2,15,9,1
-82,28,-972.816,-86.2745,-219.608,-0.00905475,0.0761664,-0.0175769,4684.67,-3213.14,-1457.48,28.9937,94093,276,593379400,-106027,3,391946620,-435477216,-251399947,106,1,-2,0,13,9,1
-81,26,-965.049,-86.2745,-227.451,-0.00585895,0.066579,-0.0143811,4684.67,-3367.82,-1553.81,28.975,94094,276,593379600,-104793,3,391946621,-435477217,-251399947,106,1,-3,-1,12,9,1
-80,25,-980.583,-70.5882,-227.451,-0.00798948,0.0814927,-0.0207727,4647.3,-3445.17,-1601.98,28.975,94094,277,593380000,-102325,3,391946620,-435477216,-251399946,106,0,-2,-2,14,9,1
-82,26,-992.233,-82.3529,-223.529,-0.00266316,0.082558,-0.0133158,4722.04,-3367.82,-1553.81,28.9937,94090,276,593380200,-101091,3,391946621,-435477217,-251399946,106,2,-2,-1,14,9,1
-81,26,-976.699,-82.3529,-207.843,-0.0111853,0.0708401,-0.0186421,4722.04,-3329.15,-1457.48,28.9875,94093,277,593380600,-98623,3,391946621,-435477217,-251399946,106,2,-3,-3,14,9,1
-81,26,-972.816,-74.5098,-215.686,0.00905475,0.0782969,-0.0143811,4609.93,-3406.5,-1553.81,28.9937,94106,276,593380800,-97389,3,391946620,-435477217,-251399945,106,1,-3,-1,13,9,1
-81,26,-976.699,-78.4314,-223.529,0.00266316,0.0782969,-0.00798948,4722.04,-3290.48,-1505.64,28.9875,94093,276,593381000,-96155,3,391946621,-435477217,-251399945,106,2,-2,-2,14,9,1
-80,24,-976.699,-74.5098,-239.216,0.00692422,0.0761664,-0.0143811,4647.3,-3329.15,-1505.64,28.9875,94093,277,593381400,-93686,3,391946621,-435477217,-251399944,106,2,-2,-2,15,9,1
-81,26,-976.699,-74.5098,-227.451,-0.0143811,0.0751011,-0.01012,4647.3,-3483.84,-1553.81,29,94093,276,593381600,-92452,3,391946622,-435477217,-251399943,106,3,-3,-2,14,9,1
-81,26,-976.699,-74.5098,-211.765,-0.00798948,0.0846885,-0.0207727,4759.42,-3251.81,-1457.48,28.9875,94100,277,593382000,-89983,3,391946623,-435477218,-251399942,106,2,-3,-1,13,9,1
-81,26,-976.699,-74.5098,-207.843,-0.00479369,0.0751011,-0.00905475,4684.67,-3406.5,-1505.64,29,94109,276,593382200,-88749,3,391946624,-435477218,-251399942,106,1,-3,-1,13,9,1
-81,25,-976.699,-94.1176,-223.529,-0.00479369,0.0708401,-0.0122505,4647.3,-3445.17,-1553.81,28.9875,94093,276,593382400,-87515,3,391946623,-435477218,-251399941,106,1,-1,-2,14,9,1
-81,26,-972.816,-70.5882,-211.765,0.00692422,0.0751011,-0.0218379,4684.67,-3329.15,-1553.81,28.9688,94097,277,593382800,-85046,3,391946624,-435477218,-251399940,106,1,-2,-1,13,9,1
-80,25,-965.049,-90.1961,-219.608,0.0122505,0.0793622,-0.01012,4684.67,-3329.15,-1457.48,29.0063,94106,276,593383000,-83812,3,391946623,-435477217,-251399939,106,0,-1,0,12,9,1
-81,26,-980.583,-70.5882,-235.294,-0.00798948,0.0740359,-0.0197074,4572.55,-3445.17,-1650.14,28.9937,94096,277,593383400,-81343,3,391946623,-435477217,-251399937,106,1,-1,-1,15,9,1
-81,25,-984.466,-74.5098,-203.922,-0.00479369,0.0751011,-0.0175769,4684.67,-3251.81,-1505.64,28.9875,94090,276,593383400,-81343,3,391946623,-435477217,-251399937,106,1,-1,-1,15,9,1
-81,25,-968.932,-90.1961,-219.608,-0.0122505,0.0793622,-0.0186421,4609.93,-3251.81,-1505.64,28.9875,94090,276,593383800,-78874,3,391946623,-435477216,-251399936,106,0,-1,-1,14,9,1
-80,25,-984.466,-70.5882,-219.608,0.0015979,0.0761664,-0.01012,4609.93,-3445.17,-1505.64,29,94099,277,593384200,-76406,3,391946621,-435477215,-251399934,106,-1,-1,0,12,9,1
-80,25,-972.816,-82.3529,-219.608,-0.00266316,0.0729706,-0.01012,4684.67,-3329.15,-1553.81,28.975,94103,276,593384400,-75172,3,391946621,-435477215,-251399933,106,2,-1,0,14,9,1
-81,26,-980.583,-66.6667,-211.765,-0.000532632,0.0708401,-0.0133158,4684.67,-3329.15,-1457.48,28.975,94097,277,593384800,-72703,3,391946619,-435477214,-251399931,106,1,-2,-1,14,9,1
-81,25,-984.466,-74.5098,-235.294,-0.01012,0.0751011,-0.0218379,4609.93,-3406.5,-1505.64,29,94106,276,593385000,-71468,3,391946618,-435477213,-251399930,106,2,-1,0,15,9,1
-81,27,-968.932,-66.6667,-231.373,-0.00585895,0.0782969,-0.0207727,4722.04,-3290.48,-1553.81,28.9937,94093,276,593385200,-70234,3,391946616,-435477212,-251399929,106,0,-2,0,11,9,1
-81,25,-968.932,-82.3529,-211.765,-0.0197074,0.0804275,-0.0133158,-4770.51,-3329.15,-1457.48,29,94099,277,593385600,-67764,3,391946614,-435477211,-251399926,106,2,-1,-1,14,9,1
-81,24,-961.165,-82.3529,-223.529,-0.00798948,0.0772317,-0.01012,4572.55,-3445.17,-1553.81,28.9875,94103,276,593385800,-66529,3,391946612,-435477210,-251399925,106,2,-1,-1,14,9,1
-80,25,-988.349,-78.4314,-231.373,0.0015979,0.0761664,-0.0218379,4759.42,-3329.15,-1505.64,29,94102,277,593386200,-64060,3,391946609,-435477208,-251399923,106,0,-2,-1,13,9,1
-80,25,-957.282,-74.5098,-231.373,-0.0122505,0.0772317,-0.0133158,4647.3,-3290.48,-1457.48,28.9875,94109,276,593386400,-62825,3,391946608,-435477207,-251399922,106,1,-1,-1,15,9,1
-80,24,-976.699,-74.5098,-223.529,0.00372843,0.0740359,-0.0143811,4647.3,-3445.17,-1553.81,28.9937,94103,276,593386600,-61590,3,391946606,-435477206,-251399921,105,1,-1,0,13,9,1
-81,25,-976.699,-62.7451,-215.686,0.0015979,0.0751011,-0.0186421,4684.67,-3290.48,-1505.64,29,94096,277,593387000,-59121,3,391946603,-435477204,-251399918,106,0,-2,-2,14,9,1
-81,26,-968.932,-74.5098,-231.373,-0.00798948,0.0857538,-0.0165116,4684.67,-3290.48,-1457.48,28.9875,94096,276,593387200,-57886,3,391946602,-435477203,-251399917,106,0,-2,0,11,9,1
-81,23,-972.816,-74.5098,-223.529,-0.00905475,0.0772317,-0.0133158,4572.55,-3483.84,-1553.81,29.0187,94099,277,593387600,-55417,3,391946600,-435477201,-251399915,105,2,-1,0,14,9,1
-81,24,-961.165,-74.5098,-247.059,0.01012,0.0751011,-0.0154463,4684.67,-3290.48,-1457.48,29,94096,276,593387600,-55417,3,391946600,-435477201,-251399915,105,2,-1,0,14,9,1
-80,25,-980.583,-86.2745,-219.608,0.01012,0.0793622,-0.00905475,4647.3,-3329.15,-1457.48,28.975,94097,276,593388000,-52948,3,391946598,-435477200,-251399913,105,0,-1,-1,12,9,1
-80,25,-972.816,-74.5098,-231.373,-0.00372843,0.0740359,-0.0143811,4609.93,-3445.17,-1505.64,29.0187,94108,277,593388400,-50479,3,391946596,-435477199,-251399912,105,1,-1,-1,15,9,1
-80,25,-976.699,-62.7451,-235.294,-0.0250337,0.0729706,-0.01012,4722.04,-3329.15,-1505.64,29.0063,94099,276,593388600,-49244,3,391946595,-435477198,-251399911,105,0,-1,-1,14,9,1
-81,26,-972.816,-90.1961,-215.686,-0.00372843,0.0793622,-0.0122505,4647.3,-3290.48,-1505.64,28.9937,94100,277,593389000,-46775,3,391946595,-435477198,-251399910,105,2,-2,-1,14,9,1
-80,25,-972.816,-74.5098,-227.451,0.000532632,0.0719054,-0.0207727,4572.55,-3445.17,-1601.98,29,94099,276,593389200,-45540,3,391946594,-435477197,-251399909,105,1,-1,0,13,9,1
-81,26,-980.583,-74.5098,-215.686,-0.00479369,0.0804275,-0.0229032,4722.04,-3290.48,-1505.64,28.9875,94087,276,593389400,-44305,3,391946594,-435477198,-251399909,105,1,-2,-1,12,9,1
-81,25,-980.583,-66.6667,-223.529,0.0015979,0.0772317,-0.0122505,4722.04,-3251.81,-1505.64,29.0063,94106,277,593389800,-41835,3,391946594,-435477197,-251399909,105,2,-1,-2,15,9,1
-81,27,-976.699,-74.5098,-235.294,-0.00905475,0.0793622,-0.00266316,4609.93,-3406.5,-1553.81,29,94106,276,593390000,-40600,3,391946594,-435477197,-251399909,105,0,-3,-1,12,9,1
-81,26,-965.049,-86.2745,-223.529,0.0015979,0.0772317,-0.0111853,4722.04,-3290.48,-1457.48,29.0063,94090,277,593390400,-38130,3,391946593,-435477195,-251399908,105,1,-2,1,14,9,1
-81,25,-976.699,-70.5882,-219.608,0.00266316,0.0772317,-0.0154463,4722.04,-3367.82,-1457.48,28.9875,94096,276,593390600,-36895,3,391946592,-435477195,-251399908,105,0,-2,-2,14,9,1
-81,27,-976.699,-70.5882,-223.529,-0.0133158,0.0772317,-0.0207727,4572.55,-3445.17,-1553.81,28.9875,94100,276,593390800,-35660,3,391946592,-435477195,-251399908,105,1,-2,0,13,9,1
-82,28,-976.699,-82.3529,-227.451,-0.00479369,0.0782969,-0.0154463,4759.42,-3290.48,-1409.31,29.0187,94102,277,593391200,-33190,3,391946591,-435477194,-251399907,105,0,-2,-1,12,9,1
-82,26,-980.583,-78.4314,-235.294,-0.000532632,0.0751011,-0.0133158,4647.3,-3329.15,-1505.64,29,94096,276,593391400,-31955,3,391946591,-435477193,-251399907,105,1,-1,0,13,9,1
-82,27,-965.049,-78.4314,-223.529,-0.00692422,0.0836233,-0.0154463,4647.3,-3445.17,-1601.98,28.9875,94106,277,593391800,-29486,3,391946590,-435477192,-251399907,105,0,-1,-1,12,9,1
-82,27,-968.932,-82.3529,-223.529,-0.00585895,0.0740359,-0.0133158,4722.04,-3251.81,-1457.48,29.0063,94093,277,593392000,-28251,3,391946590,-435477191,-251399906,105,0,-1,0,13,9,1
-82,28,-965.049,-86.2745,-211.765,0.00266316,0.0761664,-0.0143811,4722.04,-3290.48,-1505.64,28.9875,94096,277,593392200,-27017,3,391946590,-435477191,-251399906,105,1,-2,0,11,9,1
-82,27,-972.816,-74.5098,-219.608,-0.00372843,0.0751011,-0.0122505,4609.93,-3445.17,-1601.98,28.975,94094,277,593392600,-24547,3,391946590,-435477190,-251399906,105,0,-2,-1,13,9,1
-82,26,-980.583,-74.5098,-227.451,-0.00266316,0.0846885,-0.0133158,4722.04,-3290.48,-1553.81,28.9875,94093,276,593392800,-23313,3,391946590,-435477190,-251399905,105,2,-1,0,14,9,1
-82,27,-968.932,-82.3529,-219.608,-0.01012,0.0740359,-0.0133158,4684.67,-3329.15,-1505.64,28.9875,94090,277,593393200,-20843,3,391946590,-435477189,-251399904,105,3,-1,0,15,9,1
