1.432320861816406250e+02,3.019496154785156250e+02
3.611809997558593750e+02,3.005676879882812500e+02
5.874127197265625000e+02,2.990307006835937500e+02
8.219285278320312500e+02,2.993978881835937500e+02
1.062448608398437500e+03,2.973933410644531250e+02
1.558460571289062500e+03,2.926908874511718750e+02
2.075926025390625000e+03,2.877328186035156250e+02
2.617142089843750000e+03,2.825479125976562500e+02
3.185400878906250000e+03,2.779557800292968750e+02
3.787054931640625000e+03,2.745940856933593750e+02
4.427529785156250000e+03,2.712764587402343750e+02
5.118468750000000000e+03,2.698203125000000000e+02
5.866180664062500000e+03,2.650132751464843750e+02
6.678560058593750000e+03,2.609091186523437500e+02
7.572217285156250000e+03,2.558110504150390625e+02
8.559203125000000000e+03,2.481629638671875000e+02
9.663075195312500000e+03,2.396125030517578125e+02
1.091884960937500000e+04,2.296462249755859375e+02
1.238620898437500000e+04,2.179479217529296875e+02
1.417810253906250000e+04,2.076016998291015625e+02
1.659591601562500000e+04,1.992515563964843750e+02
1.869625390625000000e+04,2.022175750732421875e+02
2.072473828125000000e+04,2.071810607910156250e+02
2.391942773437500000e+04,2.165131835937500000e+02
2.652745507812500000e+04,2.208936309814453125e+02
3.114421289062500000e+04,2.276438140869140625e+02
3.353665625000000000e+04,2.274934692382812500e+02
3.582649218750000000e+04,2.325229492187500000e+02
3.945258593750000000e+04,2.483979034423828125e+02
4.252187500000000000e+04,2.601391296386718750e+02
4.796209765625000000e+04,2.658082885742187500e+02
